address,city,lat,long,name,province,websites,phones,id
2204 Washington St,Manitowoc,44.08916943,-87.67605364,Tony's Pizza,WI,tonyspizzamanitowoc.com,"9206822525, 9203201066, 9206828669, (920) 682-8669",4979
412 S 2nd St,Milwaukee,43.026446,-87.912524,Tony's Tavern,WI,,4142736321,4980
305 Old Highway 51,Mosinee,44.779427,-89.690384,Top of The Hill Bar,WI,http://www.thedrovers-wi.com,7156936285,4981
104 E Thompson Blvd,Ventura,34.277966,-119.29898,Topa Topa Brewing Co,CA,,8056289255,4982
310 College Dr,Decorah,43.30819,-91.79738,Toppling Goliath Brewing CO,IA,http://www.tgbrews.com/,,4983
1708 Campbell St,Kansascity,39.092962,-94.572975,Torn Label Brewing Co,MO,,9136348001,4984
504 Burnett Ave,Ames,42.02610118,-93.61522318,Torrent Brewing Company,IA,,,4985
2770 State Route 14,Pennyan,42.628589,-76.948913,Torrey Ridge Winery,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttlPIKbDJ8Hpioa4cwC2wPI7IzCY66LN70DgRVczpcAzGebqbEHjqnevh2ZcYQ1CYohINGSb6BIuSUIImJMHmNfMx_rzexqqP9V3gyMJgrnUPdItZ6ZtHEiCufUXzUwdwt6yBEsc241cGG6qiImUwmWp4FUSHG9cxmizqiLdh3v_SIjXV6XRo6RQjIZMoURl4D8x8_dcVxcfWc52J5vEImff6aAN4aYdD2i4GzCWrddAE0UlUDxNWyoL-SuQ7WmhqQG2yI6KqTGWglSLEMsLNPjBxj2Ujp0bfL9eGrDTYbuniAwL0rlvKpyRHJnrHZqQ__JRpmWLIHkrIb_x8kJSvpuigyxoa-rMxtVSTJNT_Dr6E&placement=listing_profile.b&cs_user=unknown&cs_session=dde9d7d3570a2afc8f562c61053d083f7f0d6435,3155361210,4986
2431 Castor Ave,Philadelphia,39.993548,-75.093358,Total Beer,PA,,2152891915,4987
1001 Main St,River Edge,40.912895,-74.03666700000001,Total Wine & More,NJ,http://www.totalwine.com,2019681777,4988
17530 La Cantera Pkwy,San Antonio,29.609571999999996,-98.595519,Total Wine and More,TX,,2108779155,4989
125 N W Loop 410,San Antonio,29.520684999999997,-98.483215,Total Wine More,TX,http://www.totalwine.com/store-info/texas-san-antonio-del-norte/503,2105249300,4990
1451 New Britain Ave,W Hartford,41.726216,-72.759015,"Total Wine More, Total Wine & More",CT,http://www.totalwine.com,8603131470,4991
302 E Austin St,Fredericksburg,30.267864000000003,-98.87805999999999,Tour Texas Wine,TX,,18309988031,4992
8 S 2nd Ave,Wallawalla,46.066269,-118.339201,Tourism Walla Walla,WA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJdMcUVKWaZ-vX1VX2GJ7BUdYo4n9PtUE2TAtkXT2uNZfH2Gl50XzZ5Qi151yCN0Fu_O9-Wot4azYPJYYsnEwrKOLqiVAXwWBHZSej8OKRCymdJYZQkV92suqw7DMQsBFL3QA3EQ6Fae04kb0Pt-y-C2aStfn8n6x4cbjhT16KkQl_b04YQpxNuJNMxp3xeXhHdQ_tNVABZaHwS_29GvzlkNXzcoTP_baodPZTwvErKtXjoqirfSl5G2xHqBQEmqFJIw9BVwwcAqluJLg__K2Dkk2bH0MeLgYFXl5pfh067suwavQNDxZOXK_tEzytHwOVamVKPSOqB7_Jc2WS9J22Yd9Rn931VDJGPDFIBzyocdE&placement=listing_profile&cs_user=unknown&cs_session=a1b9bfd2ee09458cb9fdd69cca908fdb44197abf,5095294718,4993
501 Madison Ave,Indianapolis,39.7601343,-86.15757218,Tow Yard Brewing Co,IN,http://www.towyardbrewing.com,"3176389273, 317-638-9273",4994
3424 E Thomas Rd,Phoenix,33.480598,-112.00726399999999,Tower Liquors,AZ,,6029562920,4995
5019 34th Ave S,Minneapolis,44.91189702,-93.22267463,Town Hall Lanes,MN,,"6127673354, (612) 767-3354",4996
109 N Main St,Kanawha,42.93438,-93.79318,Town Tap,IA,http://townme.com,6417623727,4997
431 E 5th St,Dayton,39.757393,-84.183937,Toxic Brew Co,OH,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJD6-dRwKP-sNmD8exsagtgWwAk3XThfkKtR12djzf6a4T1tzRjzjduLyHAwvbp6AZH4zHDHdRhsQLKzFaBOdpmC_Joubw_z9n-147god1EmLvXoBZh3-NjAf7NfSL7otx_YM4yMJsNixLmjgsdJqc9HFDTc7a2yTzRY9k6D7zDEZStKfxsRjx9wWa1BtXhpkYKWQLKrTHPl6ANuczHY_Ub0crrnYW07DHOC7szrKi9MkxLrAUgrK4TfDBH787fNeknHcahXSVmd9ZbTIbJd7ONr3lsFSeiYO-D7F0TlTpYCjAgswNGCzfBVGmFZTsUrJ37yaMpp2cV0mNHJWVXlthcvsM6NHgDZJt2OLaEBFyp3k&placement=listing_profile&cs_user=unknown&cs_session=1aa44f56f2f6b9cfc663afd172a568d4db1ad07c,9379853618,4998
3747 W Pacific Ave,Sacramento,38.538878000000004,-121.482026,Track 7 Brewing Co,CA,,,4999
118 Tulane Dr S E,Albuquerque,35.07948433,-106.6069,Tractor Brewery Pub,NM,getplowed.com,"5054335654, (505) 433-5654",5000
118 Tulane S E,Albuquerque,35.079334,-106.60701,Tractor Brewing Company,NM,,5054335654,5001
110 W 5th Ave,Garnett,38.279816,-95.24233000000001,Trade Winds Bar Grill,KS,http://tradewindsbarandgrill.com,"7854485856, 785-448-5856",5002
1545 Park Ave,Emeryville,37.830126,-122.28966899999999,Trader Vic's,CA,,5106589722,5003
54 S Main St,Janesville,42.68185,-89.02128,Trading Spaces Bar & Grill,WI,http://tradingspacesbarandgrill.com,6087576163,5004
511 W Canfield St,Detroit,42.351172,-83.065619,Traffic Jam & Snug,MI,http://www.trafficjamdetroit.com,"(313) 831-9470, 3138319470",5005
6035 Lake Michigan Dr,Allendale,42.972361,-85.935412,Trail Point Brewing Co,MI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4IPHAxHETPmeNAuG7odzBf93Knf_YiwKbAQQWYk4guFMAGYtfGBeP-4eWPS7oRq9PTBxIZwEhAHwjf60c1Zrzx6ihIrEM71_3u3-WKpEiuSFCvAYehisAs8xWqRLi97KTQumez1xKQvJgumHWcmim3j08q-i_i6mSH80VuUh9d8fAUvtTX570OyqO00Ki9IvP26G4HSFJgU4KOdvMJONG0Nxf-utJ0DxejSI8qAHkMo3NYjiZS3Ciq1tdEGLjyVS7_IkRUShDkRvMvZbahQnB2IGiUtImApsXfmQuTZ8w9QEglVyBAjHJD3BNc8itr4c9rpHYc1Zx5vi407DH4TJTryAF_2JxCHfZWi24kIeKje-wBZkmLBMI_Q&placement=listing_profile.c&cs_user=unknown&cs_session=dfbdb19a0e076ed79f6677e12c6fb08fefe7904a,6163890731,5006
17900 N E San Rafael St,Portland,45.536519,-122.479075,Trailblazer Foods,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJkE9S8O6o0cKWVdhYKkZUwer81S0DxRJV2T0SMaRnmnx4fAh7ylwK84xGBHwwB4NYvArP55EivWFkbBqmxEe_M_u4-P0unSdLUgoYd3zADC-Oqx-YY1OVaufbStIsS0ll0rRHvHCUWgsgaqQThxZzzSQpDQSOyTRMmo7fDx64MhZ4BjUbptqnvUNET6lDqms2-mJiMOpes6nP0uyc1Sf3S0QkFg8PVdZh7MlWYueC689a7mjNWVpXqKFpcGu73kUz8SEjK9cc4fFYVvxnKQCNpdnK4DaB5eRxGbhLoQclY9H5AaKQ1AsHgahgMR9CnIN0F8pZBAkiAdcqSr_m__4glaon7E6ygXfD&placement=listing_profile&cs_user=unknown&cs_session=0486129656aa9089e604b8d4520d96e3a191d7c2,5036665800,5007
921 S Riverside Doctor (at Main St),Saint Charles,38.77416071,-90.48466444,Trailhead Brewing Co,MO,http://www.trailheadbrewing.com,6369462739,5008
511 N 2nd Ave,Wallawalla,46.070896000000005,-118.34324299999999,Tranche Cellars,WA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJjTf3sqZJ9nVBJ0y1Vciw46Bw1zeboT6gTLF0wV3_IolPku19y-SaNhSZ-V0Isq1YeE3DkaV0PIC2miXqacfh7JtcbOxFn9XtcdTfOvcp-16IK8bZ2_2c4V-M6dJqJAGXKfBAVqq8b4GgP0YkxRjTCRLa1IHfGeHnU5tRu-jQkeG_WBN5HAhAZ1iakQJqFWodK89uTGqvVAyTa17mnELRlHREh6-Uez0p1FZOLUQ5htFjaCHdWYI_43ZTufE1QUenwYUR9aFeka9jjTT12EzVL6-rvBwPapVfY5HF9euTldiVG7koDzvU0NiK5mgCnbh8a7I6gv4ukWCG0Vw3CAEo-9JTyMsdv3owxNyCyNTCGPQ&placement=listing_profile&cs_user=unknown&cs_session=e32564c40485a280741800c4ea90da3d946573ec,5095259532,5009
4229 Lake St,Bridgman,41.943290000000005,-86.5557,Transient Artisan Ales,MI,,,5010
279 Springfield Ave,Berkeley Heights,40.689066,-74.434676,Trap Rock Restaurant & Brewery,NJ,http://traprockrestaurant.net,9086651755,5011
16604 Fitzhugh Rd,Dripping Springs,30.246971000000002,-98.05566400000001,Treaty Oak Distillery,TX,,5125990335,5012
160 E Hill Rd,Monson,42.09277971,-72.2880837,Tree House Brewing Company,MA,,"4139491891, 4132673396",5013
8120 Sepulveda Blvd,Van Nuys,34.221416,-118.467726,Triangle Liquor Store,CA,,8189881971,5014
363 Greenwich St,New York,40.719146,-74.010124,Tribeca Tap House,NY,http://tribecataphouse.com,2125108939,5015
10 Shapleigh Rd,Kittery,43.09041614,-70.73598677,Tributary Brewing Company,ME,tributarybrewingcompany.com,2077030093,5016
3801 N Kimball Dr,Kansas City,39.161565,-94.440066,Tri-lateral Sales,MO,,8164527491,5017
110 Shawmut Rd,Canton,42.18538,-71.15297,Trillium Brewing Company,MA,,7815620073,5018
2721 5th Ave S,Birmingham,33.512867,-86.7915,Trim Tab Brewing,AL,,8285454746,5019
186 Fountain St,Providence,41.82249764,-71.41685331,Trinity Brewhouse,RI,http://www.trinitybrewhouse.com,4014532337,5020
1466 Garden Of The Gods Rd,Colorado Springs,38.89736237,-104.85439000000001,Trinity Brewing Company,CO,trinitybrew.com,"(719) 634-0029, 7196340029",5021
815 S W Linn Pl,Millcity,44.753083000000004,-122.485224,Trio Tavern,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttSlWcNhT7MxsxfnFIJ6jun6ccKleLcqQ0yPS5fzM4cvlDvS-1K7BxfGyT_yfcw1zwESMW5KGQrMAQ__voWjCXQdNP_1XG4ccoiXTNz3hQZjuYI5dBLTRUDFs21tpUnWlqRsfKyyQgxBgp55_vQg0QQUPhjTfw1j7tdvO6n75KLI5zNoP2lzP4aCKndh8PatJUq-4QAGDlnealTTLsSwcr8NN60xxo8hO7Qr-MAQ2vg9h4bV-ngo_FCjCmOpGOselJdVTOHWzmrrVCHuwT1oUdRCKU9CJ_JCq3N2rhkDrDG6D2_htJ8ZNRSG9oTElqRN4HqOqo2sjZZ81Ilq8lmqdSFe1Uh_mkPvKH&placement=listing_profile.b&cs_user=unknown&cs_session=14a1c41f1bc098bc0d85dbd2bbf35400900a4158,5038973380,5022
3027 Prutsman Rd,Troupsburg,42.089216,-77.562726,Tripend Brewing Llc,NY,,,5023
200 Main Saint (in The Main Street Station Hotel),Las Vegas,36.174009999999996,-115.14483,Triple 7 Brewpub,NV,,7023871896,5024
935 Wilcox Ct,Kingsport,36.524846000000004,-82.559799,"Triple B Brewery, Llc",TN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ5nMj0FWqLe8RwBYP8Ps42I8_3ODLxCnC83q5ijDPp-3HUpRiiwUBOhknBd5MMyq_dAnYpZ1EaE5JYKlMB8xdu6f6MyEXo0lwTXjg-9F3INVCYFAjekfVCcdFjQ71_pkRXOfkpHiRyh0CkIYQ2qzC6-KOVC0aIEK5N5EFKwQ-iwP7AjP5OtdF1lkscQzc_PeOaOhQogHA6Aa97ZKlIOCAl1LX5UmZtCYz3gHtERDhSkKR2tSntqqa7nR4U5m8WloHFdg3XUCqGHryf_A8FvoX3npQITCQqms6riM7fmMWoT_B2VK-z--YqmW7mWGTJBp0TvCjeUcYKTQWblslnunw0jWRLRWsEycAmuetW-E368s&placement=listing_profile&cs_user=unknown&cs_session=d79f279bb71b53ccc4afc043d026eeac018e16c1,4234296266,5025
113 S Foushee St,Richmond,37.541588,-77.4455,"Triple Crossing Brewing - Downtown, Triple Crossing Brewing Company",VA,http://www.triplecrossingbeer.com,"8044951955, 8043080475, (804) 308-0475, 18043080475",5026
675 First St W,Havre,48.555763,-109.69614399999999,Triple Dog Brewing,MT,,4068798103,5027
1807 Buddy Holly Ave,Lubbock,33.578639,-101.84415200000001,Triple J Chophouse,TX,triplejchophouseandbrewco.com,"(806) 771-6555, 8067716555",5028
19510 144th Ave S E,Woodinville,47.76930059,-122.1454826,"Triplehorn Brewing Company, Triplehorn Brewery",WA,triplehornbrewing.com,"4252427979, 4802961170",5029
134 Parkway N,Brewer,44.79647,-68.74908,Trisha's Hair Salon,ME,http://trishasalon.com,2079893247,5030
400 Union Square Dr,New Hope,40.3643112,-74.95398709999999,Triumph Brewing,PA,http://www.triumphbrewing.com,2158628300,5031
117 121 Chestnut St,Philadelphia,39.948506,-75.143475,Triumph Brewing Co,PA,http://www.triumphbrewing.com/,2156250855,5032
1475 Kubli Rd,Grantspass,42.304187,-123.22131200000001,Troon Vineyard,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ6S_5MYWIQX9ILs65KPpp-riCLszU0SdBY1cwXRYn2-jixJnhjnNYN_gfI4vwFuS9I0w_vQOXLHo0NrVbK9pc_EoG4Zu-w1doDNdYIIrcpOaYbyZEXyPn2gNfZzXwh294OGI21dxLsixQf_zrt_HvcRk_8URj7Ser_W0HVFaAvIh4K00wuUerf5WFXdlDsCaBuE8OZY458fvU_5RCITqnXRPM5VdYvJV8flwVQ6BsCEVhv9LlwIff0jIpy9iN-zLc7ePaEwVTpHr1fUNEmj9SmqO-3YkEY1oA7gRQMd_sF2UEoFUbWh5GglBk_TzjXlQ5SR1kveLxNlDxcbQ62aZbM0NXgTBkgJ7_49LqJHAUtZA&placement=listing_profile&cs_user=unknown&cs_session=77e1418d2217e232095e7553fbd0a07bba7d3ec5,5418469900,5033
58 Broad St,Lyndonville,44.520339,-72.001334,Trout River Brewing Co,VT,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJk0XydSxbVgAY3k-TGnQlru6geG4k-7qHKgxjeL6b80b7Xx33hTAcdwtRbbqxt3-F2FP1Px3f_uCxWsLU5A07dYJaeOYNwA4wHJDr61OZkTIovSvolY_ztorhS-BcDRxJn2hEyVsOb_rc2pwALIXyo3ZCrcKUKlcIwyvd-inQL5g4uDE9L1v11ks3mjobKU4VwNcnwJUqaz_XHi5LSzd6NSuUZmCFEYOmDX5qV-fG6afYrRzZL2DvcVCZP6KEXZWyJQK_qT9euuz_tQQmBJsdLdQGrHboZYdkfRsXYonLfhRuksTDgYcb_pyViV4vZ8tQzSJEIxD2ST7k6LzfVGU1d0Bc6oXMGNhruGJXsQnOhpU&placement=listing_profile&cs_user=unknown&cs_session=13b42b1d1c4f25ec4c1d97152fd2da563e807ae7,"8026269396, (802) 626-9396",5034
Po Box 165,Lyndonville,44.513653000000005,-72.010605,Trout River Brewing Company,VT,,8026269396,5035
177 Bridge Plz N,Fort Lee,40.85498,-73.96633,Trudy's,NJ,http://www.trudyslounge.com,2015926969,5036
113 Main St,Truesdale,42.729275,-95.182556,Truesdale Bar Grill,IA,,"7127323005, 8002758777",5037
227 Broadway,Denver,39.71993776,-104.98769579999998,Trve Brewing Co.,CO,http://trvebrewing.com,3033511021,5038
1402 Cupples Rd,San Antonio,29.394314,-98.54966,Tubby's Tavern,TX,,"[2104329823], 2104329823",5039
9 Stoney Ct,Ocean View,39.19266,-74.74342,Tuckahoe Brewery,NJ,,6098275375,5040
225 11th St N E,Massillon,40.8017,-81.51153000000001,Tuckers Tavern,OH,,3308804613,5041
711 S W Ankeny St,Portland,45.52256821,-122.6780131,Tugboat Brewing Co.,OR,d2m.com/Tugwebsite/,5032262508,5042
16163 State Route 536,Mount Vernon,48.44277,-122.39466999999999,Tulip Valley Vineyard-orchard,WA,http://redbarncider.com,3604286894,5043
1487 Pleasant Valley Rd,Manchester,41.8044893,-72.5560802,Tullycross Tavern & Microbrewery,CT,http://www.tullycrosstavern.com,8606442739,5044
5581 S Lake Shore Doctor Pond Hill Farm,Harbor Springs,45.471759999999996,-85.0615,Tunnel Vision Brewery,MI,,2315263276,5045
3911 Bayshore Rd,Capemay,38.971083,-74.940304,Turdo Vineyards,NJ,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttB5eZ1DisTcBNuKZDwnzfFcoZGJVAq8VbXv9_F8T8d3fLi7Dr5rIwq8sQ0nUCq7KfSLaHHslICNKg0E7m8E2Z56BTKjVC0V9wZ30DvkXAXuVnx_Mp07nnJrHJuAH60oTB5TIJt4aT-fuuru1zL75yice5TDeOnLt1Dao0jKuYlDMA3fnm-dwAYBy2NxLqK4wLgd23BGSj5mQjw2YtVHYfF9RWdD5DmAw6lPufds_gN8nKJEvO6zU2RdhfFvORcqv4lqbx6HOwNTj4PHzMTPirWu6rCLT8aWNGQwg0rw9Pop3_QKwsJa_S7eU5u-ja7EcKF-JFWdTxe6wuFPe6BfdRUbAecc4S6TJi-__x8yFvCA4&placement=listing_profile.b&cs_user=unknown&cs_session=abfd9f26307b58600318f6f07da26447edc5682e,6098845591,5046
512 Warren Ave,Portland,43.68677137,-70.32088637,Turf's Sports Grill,ME,http://www.portlandsportscomplex.com,2072212343,5047
905 36TH S E Pl (southern),Rio Rancho,35.24273665,-106.6648375,Turtle Mountain Brewing Co,NM,http://www.turtlemountainbrewing.com,5059949497,5048
125 2nd St S,Lacrosse,43.812591,-91.25405699999999,Turtle Stack Brewery Llc,WI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJHbB5EM5Hc7dIQTlJb0_YJ9uAMbtsLTSvroHXiQcNoPj7mXVH02fFbUO9-gq84rtT9GJIW7LiKx3bbQaboyWAOE0tAbr4JVTD-cb-WKBlYbZO1IIT5Xt49AHha0ECgBKptuWHRXpBW2VlX_jy4TyfDMYgJwJfZLDd243JciRvugPJ6_ggJuVlU3YngS8sMB5lTooMem2WHNt_GjgPBuir-dAicyco9D5W8pyv0y6FF5c1muieygwtY_avNh0zKvCM6jKglXQ9nq__bcGzob1MlyQv3Abhi9jiu_hKZCG9RfaD-DJAegVG2U7q16Fl3OA2eMRTT0mYl2zIzH_d8FhHq47L2CK0efLBTyLw2FmGd2lS37eFvaAqWg&placement=listing_profile&cs_user=unknown&cs_session=2115ffa40c5e425e753fb0c894acdd272d108320,6085192284,5049
21 E Chestnut St,Washington,40.172674,-80.245222,Tuscan Tavern Washington,PA,,7242255255,5050
13011 Newport Ave,Tustin,33.749601,-117.811481,Tustin Brewing Co,CA,http://www.tustinbrewery.com,7146652337,5051
211 E Trinity Pl (at Church St),Decatur,33.77239685,-84.2946,Twain's Billiards and Tap,GA,http://www.twains.net,4043730063,5052
12826 N E 178th St,Woodinville,47.756865999999995,-122.16785,Twelve Bar Brews,WA,http://www.twelvebarbrews.com,4254821188,5053
315 Adams St,Dorchester,42.29875,-71.05744,Twelve Ben's Inc,MA,,"6172656727, 6.172656727E9",5054
820 Main St,Louisville,39.978057,-105.131961,Twelve Degree Brewing,CO,http://www.12degree.com,7206381623,5055
309 N Broadway St,Stanley,44.962134999999996,-90.93815,Twilite Zone,WI,http://thetwilitezone.com,7156442340,5056
2600 University Ave S E,Minneapolis,44.97228,-93.22006999999999,Twin Cities Brewery Tours,MN,,16127509898,5057
92 S Main St,Brewer,44.791218,-68.76862,Twin City Family Medicine,ME,http://www.twincityfamilymedicine.biz,"2079922754, 2079892326",5058
1612 Linwood Blvd,Oklahoma City,35.4748,-97.5377,Twin Lakes Vineyard,OK,,4052360955,5059
2506 W 19th St,Portangeles,48.121756,-123.49545800000001,Twin Peaks Brewing & Malting,WA,,3604522802,5060
201 N Methow Vly,Twisp,48.36628722,-120.122832,Twisp River Pub,WA,,5099976822,5061
3201 Walnut St,Boulder,40.02044678,-105.25116799999999,Twisted Pine Brewing Company,CO,http://twistedpinebrewing.com,3037869270,5062
20 Pleasant St,Canandaigua,42.88854,-77.278763,Twisted Rail Brewing Co,NY,,15853960683,5063
318 S Main St,Toledo,44.618990000000004,-123.93739,Twisted Snout Brewery,OR,,5413361833,5064
705 Gervais St,Columbia,33.998831,-81.041723,Twisted Spur Brewing,SC,,8032545444,5065
2000 Pga Blvd,N Palm Beach,26.843690000000002,-80.06378000000001,Twisted Trunk Brewing,FL,,5616712337,5066
13605 Main St,Talkeetna,62.323246700000006,-150.1140332,Twister Creek Restaurant,AK,http://denalibrewingcompany.com,9077332537,5067
205 N Broadway,Aurora,41.760506,-88.30989,Two Brothers Roundhouse,IL,http://www.twobrothersroundhouse.com,"6302642739, 6308920034",5068
714 N Capitol Ave,Indianapolis,39.777147,-86.161506,Two Deep Brewing Co,IN,http://www.twodeepbrewing.com,3176531884,5069
13645 Mira Montana Dr,Delmar,32.94625,-117.248267,Two Docs Brewing Co,CA,,8587555471,5070
2702 S Main St,Pearland,29.558653999999997,-95.28529,Two Dogs Saloon,TX,,"[2814858058], 2814858058",5071
5210 Thonotosassa Rd Keel & Curley Winery,Plant City,28.047534999999996,-82.1878,Two Henrys Brewing Company Tasting Room,FL,,8137529100,5072
5500 Greenville Ave,Dallas,32.8530988,-96.76937579999999,Two Rows Restaurant & Brewery,TX,[http://www.tworows.com],,5073
1308 N W Park Roseburg,Roseburg,43.224354,-123.354904,Two Shy Brewing,OR,,5412362055,5074
N2404 Giles Dr,Burlington,42.578424,42.578424,Two Tall Brewing Co LLC,WI,,2628127584,5075
4550 S Reservoir Rd,Centennial,39.63492262,-104.7590815,Two22 Brew,CO,http://www.two22brew.com,7203289038,5076
4040 N Central Expy,Dallas,32.8122,-96.7907,Tye Dye Brewing Co,TX,,[2143705738],5077
1839 W Gentry Pkwy,Tyler,32.363778,-95.320836,Tyler Beverages,TX,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ1zFBGLsqMzpHReOCp2s5IzFyqoimlez045GKs5ZY3zlAAQ-KE3tgDCfa9cIOGthAVdodnNUwXOg0AC8_vvOfo9eD4JrFjyxrgGr0meLf4Mb2_aJ5BErFut4ZiG5drIE_DqCzM9CNmINuEMdExVssQ4SISDbkcSt1-1JOZQX4KzDMPG0fTzLAqMIYwdU4SeqPibMU0Ziup2qMAZEN05yBdePkxNJ8U2ol6RoDsdkvCwXLRGP12ghRKIfShjBvt81M5_gEXsuU0TfrSkz7NS7Wjin76JD065c2S-p2kc5KHwSHOAsnYVVKFVAWTd5jo3axr6fnnEUivf-ve8GBKdnN498Z9YMqLsCz4FhGJQA9udE&placement=listing_profile&cs_user=unknown&cs_session=13f992ad1887601d82cfa2b882d7186415682677,9035973363,5078
1025 Owen St,Lake Mills,43.086528,-88.89632900000001,Tyranena Brewing Company,WI,tyranena.com,9206488699,5079
58 San Marcos Plz,Chandler,33.304156,-111.842045,T'z Market Place,AZ,,4808572088,5080
